ej	tipo	numero	do	cliente	ref_cliente	destinacion	fecha	descripcion
24	GMCE	24-GMCE-000628		GENTECH ARGENTINA SA	FC-E-2-169_A: MUNDO FIT SA	24012EC01006135D	30/12/2024	EXPO FTL A PARAGUAY
24	GMCE	24-GMCE-000617		GM CARGO SRL	FCE-5-36_EXPO RETORNO CONMEBOL	24012EC01005722E	04/12/2024	RETORNO DE MERCADERIA EXPORTACION FINAL CONMEBOL LIBERTADORES
24	GMCE	24-GMCE-000606		CULTURAL LIBRERA AMERICANA S.A.	00003-00000068	24001EC01077166N	21/11/2024	Exportación consolidado Zona Franca Colonia, Uruguay. Tte. Rolando.
24	GMCE	24-GMCE-000601		GM CARGO SRL	FCE-5-35	24046EC01000590J	25/11/2024	ARENAS DE SILICE X 2 SEMIS/ CARRETAS_FABRICANTE: GRAVAS DEL PARANA SA.
24	GMCE	24-GMCE-000599		DOSICOLOR S.A.	FE-0004-00000179 & 180	24001EC01073248K	05/11/2024	EXPORTACION TERRESTRE A PARAGUAY CONSOLIDADO GM CARGO SRL
24	GMCE	24-GMCE-000592		CRUX MARINE SAS 	HAWBCAE007012_DESTINO: MEXICO	24073EC01024552N	16/10/2024	EXPORTACION AEREA EXW_EXPORTADOR: CRUX MARINE_2PKGS, 374KGS
24	GMCE	24-GMCE-000588		CRUX MARINE SAS 	EXPO CARP CAMION 5/5_FCE:4-25	24026EC01004777S	27/11/2024	CRUX UY: A16_EXPO FTL CASTELAR/GUALEGUAYCHU/FRAY BENTOS/ CONCHILLAS_CRT: 026AR8958240102
24	GMCE	24-GMCE-000587		CRUX MARINE SAS 	EXPO CARP CAMION 4/5_FCE:4-24	24026EC01004544K	13/11/2024	CRUX UY: A15_EXPO FTL CASTELAR/GUALEGUAYCHU/FRAY BENTOS/ CONCHILLAS_CRT: 026AR8958240101
24	GMCE	24-GMCE-000586		CRUX MARINE SAS 	EXPO CARP CAMION 3/5_FCE:4-23	24026EC01004236X	24/10/2024	CRUX UY: A14_EXPO FTL CASTELAR/GUALEGUAYCHU/FRAY BENTOS/ CONCHILLAS_CRT: 026AR8958240100
24	GMCE	24-GMCE-000585		CRUX MARINE SAS 	EXPO CARP CAMION 2/5_FCE:4-22	24026EC01004153G	18/10/2024	CRUX UY: A13_EXPO FTL CASTELAR/GUALEGUAYCHU/FRAY BENTOS/ CONCHILLAS_CRT: 026AR8958240099
24	GMCE	24-GMCE-000584		FARMATRADE SRL	00003-00000442	24001EC01064900F	01/10/2024	TAMBORES DE ACIETE DE SESAMO
24	GMCE	24-GMCE-000579		PEDREIRA GONZALO JAVIER	FCE-5-2_EXPO A PARAGUAY	24001EC01061085G	16/09/2024	EXPORTACION EXW DESTINO PARAGUAY_CONSOLIDADO TERRESTRE TRANSPORTE GM CARGO SRL_COMPRADOR: SELTZ SA
24	GMCE	24-GMCE-000576	 	DOSICOLOR S.A.	FE-0004-00000167 & 168	24001EC01059805N	10/09/2024	EXPORTACION TERRESTRE A PARAGUAY CONSOLIDADO GM CARGO SRL
24	GMCE	24-GMCE-000573		GENTECH ARGENTINA SA	FCE-2-154+155	24001EC01059775T	10/09/2024	EXPORTACION TERRETRE CONSOLIDADA DESTINO PARAGUAY_DESTINATARIO: MUNDO FIT SA
24	GMCE	24-GMCE-000572		CRUX MARINE SAS 	EXPO CARP CAMION 1/5_FCE:4-20	24026EC01003770K	24/09/2024	CRUX UY: A12_EXPO FTL CASTELAR/GUALEGUAYCHU/FRAY BENTOS/ CONCHILLAS
24	GMCE	24-GMCE-000569	 	EDICIONES LEA S.A.	FE-0005-0000462	24001EC01060295X	12/09/2024	Envìo consolidado Tiempo Nuevo (terrestre/camiòn) Distril Libros SAS En Formaciòn
24	GMCE	24-GMCE-000560		CRUX MARINE SAS 	FCE-00004-00000016_MEXICO	24073EC01018020G	02/08/2024	BALIZAS AUTOCONTENIDAS_EXPORTACION AEREA_DESTINO MEXICO_IMO
24	GMCE	24-GMCE-000556		EDICIONES LEA S.A.	0005-00000460	24001EC01050420U	02/08/2024	Exportación consolidado Uruguay  Logística Lerol BOOKSHOP S.A.
24	GMCE	24-GMCE-000549	 	A Z EDITORA S.A.	FE-00998-00000086	24001EC01047059L	19/07/2024	Envío Terrestre Logística Lerol  Bookshop S.A. Uruguay
24	GMCE	24-GMCE-000545		CRUX MARINE SAS 	FCE-00004-00000017_ECUADOR	24073EC01015955U	11/07/2024	EXPO AEREA DESTINO ECUADOR_LINTERNA MARINA_IMO (BATERIA ION LITIO)
24	GMCE	24-GMCE-000544		CRUX MARINE SAS 	FCE-0004-00000019 EXPO A URUGUAY	24026EC01002887S	29/07/2024	LINTERNAS + CONJUNTOS DE FONDEO. ENVIO TERRESTRE. DESTINO: MONTES DEL PLATA.
24	GMCE	24-GMCE-000540		GENTECH ARGENTINA SA	FCE-00002-00000130	24001EC01041532B	27/06/2024	EXPORTACION EXW A PARAGUAY_COMPRADOR: MUNDO FIT SA
24	GMCE	24-GMCE-000538		ECFA SRL	FCE-00002-00000129	24001EC01041027A	26/06/2024	EXPO EXW CONSOL GMC TERRESTRE TO PARAGUAY
24	GMCE	24-GMCE-000533		WPG SRL	FcE-00002-00000054	24001EC01035064E	30/05/2024	Exportacion consolidada GM CARGO / AGROLOGISTICA  Consolidado fecha de salida 31/05/2024. EXPORTACION EXW TERRESTRE AR/PY_CONSOLIDADO GMC
24	GMCE	24-GMCE-000530		EDICIONES LEA S.A.	FACT.EXP 0005-00000459	24001EC01033513B	23/05/2024	Envío consolidado marìtimo Quito Ecuador,. Consolidador TALWIN Sale Terrestre camiòn de FCI Transportadora  Aduana de salida Mendoza  Medio: camión Nombre de transporte: camión Bandera: indeterminada Aduana de salida: Mendoza A.T.A.:  FCI TRANSPOR
24	GMCE	24-GMCE-000521	 	COLORCON SA	FCE_3_531_INDUFAR	24001EC01023982K	16/04/2024	EXPORTACION EXW TERRESTRE AR/PY_CONSOLIDADO GMC
24	GMCE	24-GMCE-000512		MAZDEN SRL	00003-00000060	24001EC01019797T	26/03/2024	EXPO PY
24	GMCE	24-GMCE-000506		EXO SA		24001EC01014217B	04/03/2024	EXPORTACIO A PY TEFASA 1
24	GMCE	24-GMCE-000502		KIMS SRL		24001EC01011428C	21/02/2024	EXPO PY CARGA SUELTA TEFASA I
24	GMCE	24-GMCE-000490		ENERGY CONTROL SRL	FCE-3-242 EXPO EXW A PY	24001EC01001481A	08/01/2024	EXPORTACION EXW CONSOLIDADO GMCARGO A PY. DEST.: SPECTRUM TECH SA
23	GMCE	23-GMCE-000483		GM CARGO SRL	FILTROS PICBORG/ CAYAK NOV 2023	23001EC01077125H	22/11/2023	Expo 00005-00000034 Uruguay
23	GMCE	23-GMCE-000473		MAZDEN SRL	00003-00000059	23001EC01071819L	30/10/2023	EXPO PY AUTOCLAVE CONSOLIDADO
23	GMCE	23-GMCE-000466		GRUPO H S.A.S.	FC-E-00008-00000027 A PARAGUAY	23001EC01070184F	23/10/2023	EXPORTACION TERRESTRE CONSOLIDADA DESTINO PARAGUAY_COMPRADOR: AMEX TRADE COM.EXP.LTDA.
23	GMCE	23-GMCE-000465	 	ID GROUP	EXPO EXW PY cnee/ SEGEL LOG	23001EC01059725N	08/09/2023	FC 00006-00000368 FC 00006-00000375
23	GMCE	23-GMCE-000464		MARTIN EDUARDO		23001EC01060216A	12/09/2023	TANQUE FC 00004-00000001
23	GMCE	23-GMCE-000447		CRUX MARINE SAS 	LINTERNAS CARP	23001EC01056908N	29/08/2023	EXPORTACION 102 LINTERNAS DESTINATARIO: CARP
23	GMCE	23-GMCE-000445		CULTURAL LIBRERA AMERICANA S.A.	EXPO DEST. URUGUAY FC-E-3-66	23001EC01063494L	25/09/2023	DEST. ARQUETIPO GRUPO EDITORIAL_TERRESTRE_ROLANDO_DEST: ZONA FRANCA COLONIA
23	GMCE	23-GMCE-000443		CRUX MARINE SAS 	EXPO BOYA CMBP3000 - FCE.14	23001EC01049364L	28/07/2023	DESTINO URUGUAY
23	GMCE	23-GMCE-000442		OMNITRACS SA	FCE-0005-00001335	23001EC01048241E	26/07/2023	EXPO EXW CNEE/ CARGILL AGROPEC. - CONSOLIDADO GMC/AGROLOG-PY
23	GMCE	23-GMCE-000441		A Z EDITORA S.A.	0098-00000068	23001EC01048070E	25/07/2023	Exportaciòn terrestre a URU / TTE LEROL Destinarario: BOOKSHOP S.A.
23	GMCE	23-GMCE-000439	 	LEDARGSA S.A.	FCE-3-12 - EXPO A CHILE	23001EC01049017G	27/07/2023	DESTINATARIO LEXUS EDITORES CHILE COMPRADOR CNP INVESTMENTS
23	GMCE	23-GMCE-000434		CRUX MARINE SAS 	FCE.10 EXPO BOYAS CAMION 4/4	23001EC01044564X	11/07/2023	EXPORTACION (FINAL) A URUGUAY X 3 BOYAS CMBP2200 DE 15 (TOTAL)
23	GMCE	23-GMCE-000433		CRUX MARINE SAS 	FCE.9 EXPO BOYAS CAMION 3/4	23001EC01044555X	11/07/2023	EXPORTACION A URUGUAY X 4 BOYAS CMBP2200 DE 15 (TOTAL)
23	GMCE	23-GMCE-000432		CRUX MARINE SAS 	FCE.8 EXPO BOYAS CAMION 2/4	23001EC01044545H	11/07/2023	EXPORTACION A URUGUAY X 4 BOYAS CMBP2200 DE 15 (TOTAL)
23	GMCE	23-GMCE-000431		CRUX MARINE SAS 	FCE.7 - EXPO BOYAS CAMION 1/4	23001EC01043258H	05/07/2023	EXPORTACION A URUGUAY X 4 BOYAS CMBP2200 DE 15 (TOTAL)
23	GMCE	23-GMCE-000426		CRUX MARINE SAS 	EXPO BALIZAS ANP-FCE # 6	23001EC01035268J	01/06/2023	EXPO CONSOL. TERRESTRE DEST. URUGUAY - CRUX MARINE UY+AEROMARINE UY
23	GMCE	23-GMCE-000420		GMI INTERNATIONAL SA	EXPO PARAGUAY LTL	23001EC01031763F	17/05/2023	COMPRADOR UABL PARAGUAY S.A.
23	GMCE	23-GMCE-000398		CYPRES SA	OPEN BOOK HOUSE SAC	23073EC01004137J	27/02/2023	 
22	GMCE	22-GMCE-000369		A Z EDITORA S.A.	BOOKS SHOP 00998-00000053	22001EC01089860P	15/12/2022	 
22	GMCE	22-GMCE-000344		GM CARGO SRL	CAYAK EXPO 02 2022	22073EC01022954P	23/09/2022	ORDEN SETIEMBRE 2022 PROVEEDORES LOCAL PURIFICADORES ARGETINOS
22	GMCE	22-GMCE-000308		A Z EDITORA S.A.	AZ Editora - despacho Uruguay	22001EC01051197H	11/07/2022	 
22	GMCE	22-GMCE-000254		GM CARGO SRL	CAYAK 2022	22073EC01003616J	16/02/2022	 
22	GMCE	22-GMCE-000003		CYPRES SA	LATINBOOKS	22001EC01002662A	12/01/2022	 
21	GMCE	21-GMCE-000151		IBOX S.A.	SERVIENTREGA  INTERNATIONAL Inc.	21073EC01015594Z	07/07/2021	EXPO AEREA IBOX FC-E-00005-00000055
21	GMCE	21-GMCE-000122		IBOX S.A.	FCE 00005-00000053	21001EC01023716C	05/04/2021	 
20	GMCE	20-GMCE-000074		TIXIU S.A.	TIXIU S.A._00002-0000016_EXPO A ECUADOR	20001EC01068247J	07/10/2020	PBHI485_EXPO A ECUADOR_TIXIU S.A.
20	GMCE	20-GMCE-000073		GM CARGO SRL	FC-E-00005-00000031	20001EC01XXXXXXX	01/10/2020	EXPORTACION ELEMENTOS FILTRANTES, FABRICANTE PICBORG.
20	GMCE	20-GMCE-000071		CYPRES SA	EDINUN CIA LTDA FCE: 00005-00000125	20001EC01068301A	08/10/2020	 
20	GMCE	20-GMCE-000070		GM CARGO SRL	CAYAK 87 SRL	20073EC01018976W	07/10/2020	EXPO AEREA PICBORG (AR)/GMC/CAYAK (UY)
20	GMCE	20-GMCE-000062		CYPRES SA	LATINBOOKS INTERNATIONAL S.A. FCE 00005-00000124	20001EC01059183X	04/09/2020	 
20	GMCE	20-GMCE-000018		CYPRES SA	FCE00005-00000111_EDITORIAL OPEN BOOK	20073EC01005659Z	05/03/2020	EXPORTACION AEREA A LIMA.
19	GMCE	19-GMCE-000069		CYPRES SA	LATINBOOKS INTERNATIONAL SA	19001EC01094568W	30/12/2019	 
19	GMCE	19-GMCE-000063		CYPRES SA	Exportacion Editorial Hperlibros S.A. de C.V. 00005-00000089	19073EC01033271P	04/12/2019	Exportación  Aérea Mexico
19	GMCE	19-GMCE-000025		CYPRES SA	Comercial Prismar S.A.	19073EC01020150H	31/07/2019	FCE-00005-00000070
19	GMCE	19-GMCE-000015		CYPRES SA	LATINBOOKS INT FCE0005-0000065	19001EC01036739S	03/06/2019	 
19	GMCE	19-GMCE-000009		LEDARGSA S.A.	EXPORTACION #1 DEL 2019	19001EC01023047G	09/04/2019	EXPORTACION A PARAGUAY // ATLAS REPRESENTACIONES S.A.
18	GMCE	18-GMCE-000100		CYPRES SA	FCE 00005-00000043	18073EC01036345T	12/12/2018	ALCALA DIAZ SUMINISTROS AUTODIDACTICOS S.A.
18	GMCE	18-GMCE-000089		CYPRES SA	LYBER E-BOOKS FCE:0005-00000037	18073EC01031793V	05/11/2018	 
18	GMCE	18-GMCE-000084		LEDARGSA S.A.	INV#003-00000006	18001EC01070310A	02/10/2018	EXPORTACION 01/2018 // PARAGUAY
18	GMCE	18-GMCE-000071		CYPRES SA	LATINBOOKS INTERNATIONAL SA FCE 0005-00000036	18001EC01061394M	29/08/2018	EXPO 3 Latinbooks - Uruguay
18	GMCE	18-GMCE-000069		CYPRES SA	EDUCARIA ZIG ZAG FCE 0005-00000035	18001EC01061160D	28/08/2018	EXPO 2 EDUCARIA ZIG ZAG
18	GMCE	18-GMCE-000067		CYPRES SA	EDISA FCE 0005-00000034	18073EC01023745T	28/08/2018	EXPORTACION A COSTA RICA
18	GMCE	18-GMCE-000010		GM CARGO SRL	ELROW CANCELACION	18001EC02000072W	22/01/2018	CANCELACION DE IMPORTACION TEMPORAL_ELROW 2018 MAR DEL PLATA
18	GMCE	18-GMCE-000002		CYPRES SA	EDUVISION S.A. FCE0005-00000033	18073EC01000524J	08/01/2018	COSTA RICA  FCB 0002-126
17	GMCE	17-GMCE-000150		CYPRES SA	EDUCARIA ZIG ZAG FCE 0005-00000032	17073EC01032985B	10/11/2017	 
17	GMCE	17-GMCE-000144		LEDARGSA S.A.	FCE#0003-00000002	17001EC01072023C	23/10/2017	EXPORTACION TERRESTRE_DEST.: EDIT. HISPANOAMERICANA SRL_URUGUAY
17	GMCE	17-GMCE-000136		SCAME ARGENTINA S.A.	FCE#0004-00000002	17073EC01028781A	09/10/2017	EXPORTACION AEREA 01//MOLDE //dest: SCAME PARRE SPA_ITALIA
17	GMCE	17-GMCE-000135		CYPRES SA	LATINBOOKS INT FCE 0005-00000031	17001EC01068704N	09/10/2017	 
